         [16/10/2023 13:42:14]       INFO: Server  transitioned from old state 0 via transition edge 101 to new state 3
[16/10/2023 13:42:14]       INFO: Reading data from data set and constructing synthetic queries...
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0597 (62561 datapoints). Num Generated Queries 24/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0695 (72861 datapoints). Num Generated Queries 25/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0795 (83359 datapoints). Num Generated Queries 26/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0894 (93712 datapoints). Num Generated Queries 27/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0100 (10510 datapoints). Num Generated Queries 28/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0200 (20936 datapoints). Num Generated Queries 29/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0297 (31193 datapoints). Num Generated Queries 30/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0396 (41567 datapoints). Num Generated Queries 31/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0498 (52177 datapoints). Num Generated Queries 32/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0596 (62461 datapoints). Num Generated Queries 33/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0695 (72869 datapoints). Num Generated Queries 34/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0793 (83196 datapoints). Num Generated Queries 35/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0891 (93442 datapoints). Num Generated Queries 36/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0100 (10475 datapoints). Num Generated Queries 37/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0199 (20911 datapoints). Num Generated Queries 38/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0299 (31302 datapoints). Num Generated Queries 39/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0398 (41706 datapoints). Num Generated Queries 40/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0497 (52078 datapoints). Num Generated Queries 41/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0597 (62575 datapoints). Num Generated Queries 42/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]      ERROR: End of list of values reached.
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0321 (33679 datapoints). Num Generated Queries 43/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0795 (83357 datapoints). Num Generated Queries 44/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0893 (93626 datapoints). Num Generated Queries 45/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0101 (10539 datapoints). Num Generated Queries 46/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0199 (20832 datapoints). Num Generated Queries 47/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0299 (31377 datapoints). Num Generated Queries 48/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0397 (41605 datapoints). Num Generated Queries 49/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0496 (52006 datapoints). Num Generated Queries 50/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0597 (62607 datapoints). Num Generated Queries 51/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0694 (72724 datapoints). Num Generated Queries 52/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0794 (83242 datapoints). Num Generated Queries 53/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0894 (93728 datapoints). Num Generated Queries 54/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0099 (10433 datapoints). Num Generated Queries 55/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0200 (20989 datapoints). Num Generated Queries 56/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0299 (31304 datapoints). Num Generated Queries 57/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0396 (41536 datapoints). Num Generated Queries 58/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0495 (51911 datapoints). Num Generated Queries 59/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0596 (62512 datapoints). Num Generated Queries 60/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0693 (72688 datapoints). Num Generated Queries 61/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0794 (83292 datapoints). Num Generated Queries 62/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0891 (93467 datapoints). Num Generated Queries 63/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0099 (10399 datapoints). Num Generated Queries 64/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0198 (20764 datapoints). Num Generated Queries 65/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0298 (31253 datapoints). Num Generated Queries 66/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0396 (41566 datapoints). Num Generated Queries 67/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0497 (52070 datapoints). Num Generated Queries 68/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0594 (62294 datapoints). Num Generated Queries 69/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0695 (72889 datapoints). Num Generated Queries 70/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0794 (83231 datapoints). Num Generated Queries 71/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0892 (93519 datapoints). Num Generated Queries 72/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0101 (10572 datapoints). Num Generated Queries 73/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0198 (20788 datapoints). Num Generated Queries 74/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0299 (31397 datapoints). Num Generated Queries 75/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0396 (41573 datapoints). Num Generated Queries 76/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0496 (51997 datapoints). Num Generated Queries 77/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0596 (62494 datapoints). Num Generated Queries 78/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0694 (72749 datapoints). Num Generated Queries 79/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0794 (83236 datapoints). Num Generated Queries 80/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]      ERROR: End of list of values reached.
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0112 (11745 datapoints). Num Generated Queries 81/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0100 (10486 datapoints). Num Generated Queries 82/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0201 (21024 datapoints). Num Generated Queries 83/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0300 (31418 datapoints). Num Generated Queries 84/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0396 (41546 datapoints). Num Generated Queries 85/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0497 (52091 datapoints). Num Generated Queries 86/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0596 (62454 datapoints). Num Generated Queries 87/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0693 (72713 datapoints). Num Generated Queries 88/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0793 (83110 datapoints). Num Generated Queries 89/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0893 (93672 datapoints). Num Generated Queries 90/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0101 (10568 datapoints). Num Generated Queries 91/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0198 (20769 datapoints). Num Generated Queries 92/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0298 (31253 datapoints). Num Generated Queries 93/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0398 (41722 datapoints). Num Generated Queries 94/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0497 (52063 datapoints). Num Generated Queries 95/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0595 (62426 datapoints). Num Generated Queries 96/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0695 (72896 datapoints). Num Generated Queries 97/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0794 (83218 datapoints). Num Generated Queries 98/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0893 (93584 datapoints). Num Generated Queries 99/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0101 (10543 datapoints). Num Generated Queries 100/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0200 (21010 datapoints). Num Generated Queries 101/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0299 (31340 datapoints). Num Generated Queries 102/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0398 (41708 datapoints). Num Generated Queries 103/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0495 (51942 datapoints). Num Generated Queries 104/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0597 (62584 datapoints). Num Generated Queries 105/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0693 (72676 datapoints). Num Generated Queries 106/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0793 (83116 datapoints). Num Generated Queries 107/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0892 (93527 datapoints). Num Generated Queries 108/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0100 (10441 datapoints). Num Generated Queries 109/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0200 (20932 datapoints). Num Generated Queries 110/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0299 (31370 datapoints). Num Generated Queries 111/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0399 (41837 datapoints). Num Generated Queries 112/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0496 (51985 datapoints). Num Generated Queries 113/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0595 (62404 datapoints). Num Generated Queries 114/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0696 (72969 datapoints). Num Generated Queries 115/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]      ERROR: End of list of values reached.
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0438 (45912 datapoints). Num Generated Queries 116/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0892 (93561 datapoints). Num Generated Queries 117/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0100 (10479 datapoints). Num Generated Queries 118/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0198 (20764 datapoints). Num Generated Queries 119/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0298 (31227 datapoints). Num Generated Queries 120/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0399 (41857 datapoints). Num Generated Queries 121/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0496 (51993 datapoints). Num Generated Queries 122/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:25]       INFO: Adding Query with selectivity 0.0596 (62472 datapoints). Num Generated Queries 123/1000
[16/10/2023 13:42:25]       INFO: Iteration 0
[16/10/2023 13:42:26]      ERROR: End of list of values reached.
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0503 (52711 datapoints). Num Generated Queries 124/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0793 (83178 datapoints). Num Generated Queries 125/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0892 (93577 datapoints). Num Generated Queries 126/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0102 (10659 datapoints). Num Generated Queries 127/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0200 (21006 datapoints). Num Generated Queries 128/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0298 (31297 datapoints). Num Generated Queries 129/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0398 (41684 datapoints). Num Generated Queries 130/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0496 (51962 datapoints). Num Generated Queries 131/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0596 (62490 datapoints). Num Generated Queries 132/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0695 (72871 datapoints). Num Generated Queries 133/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0793 (83151 datapoints). Num Generated Queries 134/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0894 (93719 datapoints). Num Generated Queries 135/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0100 (10450 datapoints). Num Generated Queries 136/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0198 (20770 datapoints). Num Generated Queries 137/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0299 (31330 datapoints). Num Generated Queries 138/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0398 (41697 datapoints). Num Generated Queries 139/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0497 (52131 datapoints). Num Generated Queries 140/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0596 (62544 datapoints). Num Generated Queries 141/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0696 (72939 datapoints). Num Generated Queries 142/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0793 (83118 datapoints). Num Generated Queries 143/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0894 (93737 datapoints). Num Generated Queries 144/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0100 (10448 datapoints). Num Generated Queries 145/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0199 (20828 datapoints). Num Generated Queries 146/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0300 (31446 datapoints). Num Generated Queries 147/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0397 (41643 datapoints). Num Generated Queries 148/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0495 (51944 datapoints). Num Generated Queries 149/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0596 (62504 datapoints). Num Generated Queries 150/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0696 (72947 datapoints). Num Generated Queries 151/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0793 (83120 datapoints). Num Generated Queries 152/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]      ERROR: End of list of values reached.
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0727 (76270 datapoints). Num Generated Queries 153/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
[16/10/2023 13:42:26]       INFO: Adding Query with selectivity 0.0099 (10398 datapoints). Num Generated Queries 154/1000
[16/10/2023 13:42:26]       INFO: Iteration 0
